class,genus,species,synonyms,common_names,status
AMPHIBIA,Diasporus,ventrimaculatus,,,VU
AVES,Dicaeum,haematostictum,,Visayan flowerpecker,VU
AVES,Dicaeum,quadricolor,,Cebu flowerpecker,CR
AVES,Dicaeum,retrocinctum,,Scarlet-collared flowerpecker,VU
MAMMALIA,Dicerorhinus,sumatrensis,Rhinoceros sumatrensis,Sumatran rhinoceros,CR
MAMMALIA,Diceros,bicornis,Rhinoceros bicornis,Black rhinoceros,CR
INSECTA,Dichotomius,eucranioides,,,EN
INSECTA,Dichotomius,schiffleri,,,EN
AVES,Dicrurus,fuscipennis,,Grand comoro drongo,EN
AVES,Dicrurus,menagei,,Tablas drongo,EN
AVES,Dicrurus,waldenii,,Mayotte drongo,VU
AVES,Didunculus,strigirostris,,Tooth-billed pigeon,CR
AMPHIBIA,Didynamipus,sjostedti,Atelophryne minutus  ,Four-digit toad,EN
AVES,Diglossa,gloriosissima,,Chestnut-bellied flowerpiercer,EN
AVES,Diglossa,venezuelensis,,Venezuelan flowerpiercer,EN
MAMMALIA,Dinaromys,bogdanovi,,Balkan snow vole,VU
MAMMALIA,Dinomys,branickii,,Pacarana,VU
AVES,Diomedea,amsterdamensis,,Amsterdam albatross,CR
AVES,Diomedea,antipodensis,,Antipodean albatross,VU
AVES,Diomedea,dabbenena,Diomedea chionoptera chionoptera,Tristan albatross,CR
AVES,Diomedea,epomophora,,Southern royal albatross,VU
AVES,Diomedea,exulans,,Wandering albatross,VU
AVES,Diomedea,sanfordi,,Northern royal albatross,EN
INSECTA,Diplacina,arsinoe,,,VU
MAMMALIA,Diplogale,hosei,,Hose's civet,VU
MAMMALIA,Diplothrix,legata,Diplothrix legatus  ,Ryukyus Islands tree rat,EN
MAMMALIA,Dipodomys,elator,,Texas kangaroo rat,VU
MAMMALIA,Dipodomys,gravipes,,San Quintin kangaroo rat,CR
MAMMALIA,Dipodomys,ingens,,Giant kangaroo rat,EN
MAMMALIA,Dipodomys,insularis,,San Jose Island kangaroo rat,CR
MAMMALIA,Dipodomys,margaritae,,Margarita Island kangaroo rat,CR
MAMMALIA,Dipodomys,nitratoides,,Fresno kangaroo rat,VU
MAMMALIA,Dipodomys,stephensi,,Stephens' kangaroo rat,EN
INSECTA,Disparoneura,apicalis,Chloroneura apicalis  ,,VU
INSECTA,Disparoneura,ramajana,,,CR
MAMMALIA,Dobsonia,chapmani,,Negros naked-backed fruit bat,CR
MAMMALIA,Dobsonia,emersa,,Biak bare-backed fruit bat,VU
INSECTA,Dociostaurus,minutus,,Sicilian locust,EN
INSECTA,Dolichopoda,dalensi,,Kefalari cave cricket,VU
INSECTA,Dolichopoda,gasparoi,,Lefkas cave cricket,VU
INSECTA,Dolichopoda,giachinoi,,Megalo spilio cave cricket,VU
INSECTA,Dolichopoda,ithakii,,Ithaka cave cricket,VU
INSECTA,Dolichopoda,kiriakii,,Kiriaki cave cricket,VU
INSECTA,Dolichopoda,lustriae,,Aghias Andreas cave cricket,VU
INSECTA,Dolichopoda,patrizii,,Petalas cave cricket,VU
INSECTA,Dolichopoda,pavesii,,Kefalonia cave cricket,VU
AVES,Doliornis,remseni,Ampelion remseni remseni,Chestnut-bellied cotinga,VU
AVES,Doliornis,sclateri,Ampelion sclateri sclateri,Bay-vented cotinga,VU
MAMMALIA,Dorcatragus,megalotis,,Beira,VU
MAMMALIA,Dorcopsis,atrata,,Black dorcopsis,CR
MAMMALIA,Dorcopsis,luctuosa,,Grey dorcopsis,VU
INSECTA,Dorcus,alexisi,,,EN
INSECTA,Doronomyrmex,goesswaldi,,,VU
INSECTA,Doronomyrmex,kutteri,,,VU
INSECTA,Doronomyrmex,pacis,,,VU
INSECTA,Doronomyrmex,pocahontas,,,VU
INSECTA,Dorymyrmex,insanus,Conomyrma medeis  |Conomyrma reginicola  ,,VU
INSECTA,Drepanosticta,adami,,,CR
INSECTA,Drepanosticta,austeni,,,CR
INSECTA,Drepanosticta,centrosaurus,,,VU
INSECTA,Drepanosticta,ceratophora,,,EN
INSECTA,Drepanosticta,hilaris,Agrion hilare  |Ceylonosticta hilaris  |Disparoneura hilaris  |Platysticta hilaris  ,Merry shadowdamsel,CR
INSECTA,Drepanosticta,montana,,,CR
INSECTA,Drepanosticta,submontana,,,CR
INSECTA,Dryococelus,australis,,Land lobster,CR
MAMMALIA,Dryomys,niethammeri,,Baluchistan forest dormouse,VU
AVES,Ducula,aurorae,,Polynesian imperial-pigeon,EN
AVES,Ducula,bakeri,,Vanuatu imperial-pigeon,VU
AVES,Ducula,brenchleyi,,Chestnut-bellied imperial-pigeon,VU
AVES,Ducula,carola,,Spotted imperial-pigeon,VU
AVES,Ducula,cineracea,,Timor imperial-pigeon,EN
AVES,Ducula,galeata,,Nukuhiva imperial-pigeon,EN
AVES,Ducula,mindorensis,,Mindoro imperial-pigeon,EN
AVES,Ducula,pickeringii,,Grey imperial-pigeon,VU
AMPHIBIA,Duellmanohyla,chamulae,Hyla chamulae|Ptychohyla chamulae,Chamula mountain brook frog,EN
AMPHIBIA,Duellmanohyla,ignicolor,,,EN
AMPHIBIA,Duellmanohyla,lythrodes,Hyla  lythrodes ,Savage's brook frog,EN
AMPHIBIA,Duellmanohyla,salvavida,,Honduran brook frog,CR
AMPHIBIA,Duellmanohyla,schmidtorum,,,VU
AMPHIBIA,Duellmanohyla,soralia,,Copan brook frog,EN
AMPHIBIA,Duellmanohyla,uranochroa,Hyla uranochroa|Hyla  alleei ,Costa Rica brook frog,EN
MAMMALIA,Dugong,dugon,,Dugong,VU
AMPHIBIA,Duttaphrynus,beddomii,Bufo beddomii  |Bufo travancoricus  ,Beddome's toad,EN
AMPHIBIA,Duttaphrynus,kotagamai,Bufo kotagamai  ,,EN
AMPHIBIA,Duttaphrynus,microtympanum,Bufo microtympanum  ,Southern hill toad,VU
AMPHIBIA,Duttaphrynus,noellerti,Bufo noellerti  ,,EN
AMPHIBIA,Duttaphrynus,scorteccii,Bufo scorteccii  ,,VU
AMPHIBIA,Duttaphrynus,sumatranus,Bufo sumatranus  ,,CR
MAMMALIA,Dyacopterus,brooksi,,Brooks's dyak fruit bat,VU
AVES,Dysithamnus,leucostictus,Thamnomanes leucostictus leucostictus,White-streaked antvireo,VU
AVES,Dysithamnus,occidentalis,Thamnomanes occidentalis occidentalis,Bicoloured antvireo,VU
AVES,Dysithamnus,plumbeus,Thamnomanes plumbeus plumbeus,Plumbeous antvireo,VU
INSECTA,Dytiscus,latissimus,,,VU
INSECTA,Ecchlorolestes,peringueyi,,Marbled malachite,VU
AMPHIBIA,Echinotriton,andersoni,,Anderson's crocodile newt,EN
AMPHIBIA,Echinotriton,chinhaiensis,,Chinhai spiny newt,CR
MAMMALIA,Echiothrix,centrosa,,Central sulawesi echiothrix,VU
MAMMALIA,Echiothrix,leucura,,Northern sulawesi echiothrix,EN
INSECTA,Echo,maxima,,,CR
MAMMALIA,Echymipera,davidi,,David's echymipera,EN
AMPHIBIA,Ecnomiohyla,echinata,Hyla echinata,Oaxacan fringe-limbed treefrog,CR
AMPHIBIA,Ecnomiohyla,fimbrimembra,Hyla richardi  |Hyla richardtaylori  |Hyla  fimbrimembra ,Heredia treefrog,EN
AMPHIBIA,Ecnomiohyla,miliaria,Hyla immensa|Hyla  miliaria|Hypsiboas  miliarius |Plectrohyla  miliaria,Cope's brown treefrog,VU
AMPHIBIA,Ecnomiohyla,minera,,,EN
AMPHIBIA,Ecnomiohyla,phantasmagoria,,,EN
AMPHIBIA,Ecnomiohyla,rabborum,,Rabb's fringe-limbed treefrog,CR
AMPHIBIA,Ecnomiohyla,salvaje,,,CR
AMPHIBIA,Ecnomiohyla,valancifer,,,CR
INSECTA,Ectatoderus,aldabrae,Ecatoderus aldabrae,,EN
INSECTA,Ectatoderus,nigriceps,,,EN
INSECTA,Ectatoderus,squamiger,,,EN
INSECTA,Edwardsina,gigantea,,Giant torrent midge,EN
INSECTA,Edwardsina,tasmaniensis,,Tasmanian torrent midge,VU
AVES,Egretta,eulophotes,,Chinese egret,VU
AVES,Egretta,vinaceigula,,Slaty egret,VU
MAMMALIA,Eidolon,dupreanum,,Madagascan fruit bat,VU
AVES,Elaenia,ridleyana,,Noronha elaenia,VU
INSECTA,Elaphrus,viridis,,Delta green ground beetle,CR
INSECTA,Elattoneura,caesia,Alloneura caesia  |Disparoneura caesia  ,Jungle threadtail,EN
INSECTA,Elattoneura,dorsalis,,Yellow-fronted threadtail,VU
INSECTA,Elattoneura,leucostigma,Disparoneura leucostigma  ,Smoky-winged threadtail,CR
INSECTA,Elattoneura,oculata,Elattoneura bigemmata  ,Two-spotted threadtail,EN
INSECTA,Elattoneura,pasquinii,,,VU
INSECTA,Elattoneura,pluotae,,,CR
AVES,Electron,carinatum,,Keel-billed motmot,VU
AVES,Eleoscytalopus,psychopompus,Scytalopus psychopompas psychopompas|Scytalopus psychopompus |Scytalopus psychopompus ,Bahia tapaculo,CR
AVES,Eleothreptus,candicans,Caprimulgus candicans |Caprimulgus candicans candicans,White-winged nightjar,EN
MAMMALIA,Elephas,maximus,,Asian elephant,EN
AMPHIBIA,Eleutherodactylus,acmonis,,,EN
AMPHIBIA,Eleutherodactylus,adelus,,,EN
AMPHIBIA,Eleutherodactylus,albipes,,,CR
AMPHIBIA,Eleutherodactylus,alcoae,,Barahona rock frog,EN
AMPHIBIA,Eleutherodactylus,amadeus,,Haitian robber frog,CR
AMPHIBIA,Eleutherodactylus,amplinympha,,,EN
AMPHIBIA,Eleutherodactylus,andrewsi,,Jamaican rumpspot frog,EN
AMPHIBIA,Eleutherodactylus,angustidigitorum,Syrrhophus angustidigitorum|Tomodactylus angustidigitorum,Patzcuaro peeping frog,VU
AMPHIBIA,Eleutherodactylus,apostates,,Apostates robber frog,CR
AMPHIBIA,Eleutherodactylus,armstrongi,,Baoruco hammer frog,EN
AMPHIBIA,Eleutherodactylus,audanti,Eleutherodactylus neodreptus  |Eleutherodactylus notidodes  ,South Island telegraph frog,VU
AMPHIBIA,Eleutherodactylus,auriculatoides,,,EN
AMPHIBIA,Eleutherodactylus,bakeri,,La Hotte bush frog,CR
AMPHIBIA,Eleutherodactylus,barlagnei,,,EN
AMPHIBIA,Eleutherodactylus,bartonsmithi,,,CR
AMPHIBIA,Eleutherodactylus,blairhedgesi,,,CR
AMPHIBIA,Eleutherodactylus,bresslerae,,,CR
AMPHIBIA,Eleutherodactylus,brevirostris,,Short-nosed green frog,CR
AMPHIBIA,Eleutherodactylus,caribe,,,CR
AMPHIBIA,Eleutherodactylus,casparii,Eleutherodactylus planirostris subspecies casparii,,EN
AMPHIBIA,Eleutherodactylus,cavernicola,,,CR
AMPHIBIA,Eleutherodactylus,chlorophenax,,False green robber frog,CR
AMPHIBIA,Eleutherodactylus,cooki,,,VU
AMPHIBIA,Eleutherodactylus,corona,,,CR
AMPHIBIA,Eleutherodactylus,counouspeus,,,EN
AMPHIBIA,Eleutherodactylus,cubanus,,,CR
AMPHIBIA,Eleutherodactylus,darlingtoni,,,CR
AMPHIBIA,Eleutherodactylus,dennisi,,,EN
AMPHIBIA,Eleutherodactylus,dilatus,,,EN
AMPHIBIA,Eleutherodactylus,diplasius,Eleutherodactylus wetmorei subspecies diplasius,Patternless whistling frog,EN
AMPHIBIA,Eleutherodactylus,dixoni,Tomodactylus albolabris  ,White-lipped chirping frog,CR
AMPHIBIA,Eleutherodactylus,dolomedes,,,CR
AMPHIBIA,Eleutherodactylus,emiliae,,,EN
AMPHIBIA,Eleutherodactylus,eneidae,,Villalba robber frog,CR
AMPHIBIA,Eleutherodactylus,etheridgei,,,EN
AMPHIBIA,Eleutherodactylus,eunaster,,Les Cayes robber frog,CR
AMPHIBIA,Eleutherodactylus,fowleri,,Fowler's robber frog,CR
AMPHIBIA,Eleutherodactylus,furcyensis,,La SellerRed-legged frog,CR
AMPHIBIA,Eleutherodactylus,fuscus,,,CR
AMPHIBIA,Eleutherodactylus,glamyrus,,,EN
AMPHIBIA,Eleutherodactylus,glandulifer,,Doris' robber frog,CR
AMPHIBIA,Eleutherodactylus,glanduliferoides,,La Visite robber frog,CR
AMPHIBIA,Eleutherodactylus,glaphycompus,,,EN
AMPHIBIA,Eleutherodactylus,goini,Eleutherodactylus planirostris subspecies goini,,VU
AMPHIBIA,Eleutherodactylus,grabhami,,,EN
AMPHIBIA,Eleutherodactylus,grahami,,,EN
AMPHIBIA,Eleutherodactylus,grandis,Syrrhophus grandis|Tomodactylus grandis,Great peeping frog,CR
AMPHIBIA,Eleutherodactylus,greyi,,,EN
AMPHIBIA,Eleutherodactylus,griphus,,,CR
AMPHIBIA,Eleutherodactylus,gryllus,,Cricket coqui,EN
AMPHIBIA,Eleutherodactylus,guanahacabibes,,,EN
AMPHIBIA,Eleutherodactylus,guantanamera,,,VU
AMPHIBIA,Eleutherodactylus,gundlachi,,,EN
AMPHIBIA,Eleutherodactylus,haitianus,,,EN
AMPHIBIA,Eleutherodactylus,hedricki,,Hedrick's coqui,EN
AMPHIBIA,Eleutherodactylus,heminota,Eleutherodactylus bakeri subspecies heminota,Half-stripe bromeliad frog ,EN
AMPHIBIA,Eleutherodactylus,hypostenor,,Baoruco burrowing frog,EN
AMPHIBIA,Eleutherodactylus,iberia,,,CR
AMPHIBIA,Eleutherodactylus,intermedius,,,EN
AMPHIBIA,Eleutherodactylus,ionthus,Eleutherodactylus varians subspecies ionthus,,EN
AMPHIBIA,Eleutherodactylus,jamaicensis,,,EN
AMPHIBIA,Eleutherodactylus,jasperi,,Cayey robber frog,CR
AMPHIBIA,Eleutherodactylus,jaumei,,,CR
AMPHIBIA,Eleutherodactylus,juanariveroi,Eleutherodactylus juanariveroi  ,,CR
AMPHIBIA,Eleutherodactylus,jugans,,La Selle dusky frog,CR
AMPHIBIA,Eleutherodactylus,junori,,,CR
AMPHIBIA,Eleutherodactylus,karlschmidti,Euhyas  karlschmidti,Karl's robber frog,CR
AMPHIBIA,Eleutherodactylus,klinikowskii,,,EN
AMPHIBIA,Eleutherodactylus,lamprotes,,Castillon robber frog,CR
AMPHIBIA,Eleutherodactylus,leberi,,,EN
AMPHIBIA,Eleutherodactylus,lentus,,Yellow mottled coqui,EN
AMPHIBIA,Eleutherodactylus,leoncei,,Southern pastel frog,CR
AMPHIBIA,Eleutherodactylus,leprus,Syrrhophus leprus,Leprus chirping frog,VU
AMPHIBIA,Eleutherodactylus,limbatus,,,VU
AMPHIBIA,Eleutherodactylus,locustus,Eleutherodactylus cramptoni  ,Interior robber frog,CR
AMPHIBIA,Eleutherodactylus,longipes,,,VU
AMPHIBIA,Eleutherodactylus,lucioi,,,CR
AMPHIBIA,Eleutherodactylus,luteolus,Eleutherodactylus lewisi  ,,EN
AMPHIBIA,Eleutherodactylus,mariposa,,,CR
AMPHIBIA,Eleutherodactylus,melacara,,,EN
AMPHIBIA,Eleutherodactylus,michaelschmidi,,,EN
AMPHIBIA,Eleutherodactylus,minutus,Eleutherodactylus abbotti subspecies minutus,,EN
AMPHIBIA,Eleutherodactylus,modestus,,,VU
AMPHIBIA,Eleutherodactylus,monensis,,Mona coqui,VU
AMPHIBIA,Eleutherodactylus,montanus,,,EN
AMPHIBIA,Eleutherodactylus,nivicolimae,,,VU
AMPHIBIA,Eleutherodactylus,nortoni,,Spiny giant frog,CR
AMPHIBIA,Eleutherodactylus,notidodes,Eleutherodactylus audanti subspecies notidodes,Neiba telegraph frog,EN
AMPHIBIA,Eleutherodactylus,nubicola,,,EN
AMPHIBIA,Eleutherodactylus,orcutti,,Arntully robber frog,CR
AMPHIBIA,Eleutherodactylus,orientalis,Eleutherodactylus limbatus subspecies orientalis,,CR
AMPHIBIA,Eleutherodactylus,oxyrhyncus,Eleutherodactylus femur-levis  ,Rednose robber frog,CR
AMPHIBIA,Eleutherodactylus,parabates,,Independencia robber frog,CR
AMPHIBIA,Eleutherodactylus,parapelates,,Casillon robber frog,CR
AMPHIBIA,Eleutherodactylus,patriciae,,,EN
AMPHIBIA,Eleutherodactylus,paulsoni,,Paulson's robber frog,CR
AMPHIBIA,Eleutherodactylus,pentasyringos,Eleutherodactylus pantoni subspecies pentasyringos,,VU
AMPHIBIA,Eleutherodactylus,pezopetrus,,,CR
AMPHIBIA,Eleutherodactylus,pictissimus,,Hispaniolan yellow-mottled frog,VU
AMPHIBIA,Eleutherodactylus,pinarensis,,,EN
AMPHIBIA,Eleutherodactylus,pinchoni,,,EN
AMPHIBIA,Eleutherodactylus,pituinus,,,EN
AMPHIBIA,Eleutherodactylus,poolei,,,CR
AMPHIBIA,Eleutherodactylus,portoricensis,,Puerto Rican robber frog,EN
AMPHIBIA,Eleutherodactylus,principalis,,,EN
AMPHIBIA,Eleutherodactylus,probolaeus,,,EN
AMPHIBIA,Eleutherodactylus,rhodesi,,,CR
AMPHIBIA,Eleutherodactylus,richmondi,Eleutherodactylus lentus subspecies richmondi,Richmond's coqui,CR
AMPHIBIA,Eleutherodactylus,ricordii,,,VU
AMPHIBIA,Eleutherodactylus,rivularis,,,CR
AMPHIBIA,Eleutherodactylus,ronaldi,,,VU
AMPHIBIA,Eleutherodactylus,rubrimaculatus,,,VU
AMPHIBIA,Eleutherodactylus,rufescens,,Red peeping frog,CR
AMPHIBIA,Eleutherodactylus,rufifemoralis,,Red-legged robber frog,CR
AMPHIBIA,Eleutherodactylus,ruthae,,,EN
AMPHIBIA,Eleutherodactylus,saxatilis,,,EN
AMPHIBIA,Eleutherodactylus,schmidti,,Schmidt's robber frog,CR
AMPHIBIA,Eleutherodactylus,schwartzi,,Virgin Islands coqui,EN
AMPHIBIA,Eleutherodactylus,sciagraphus,,,CR
AMPHIBIA,Eleutherodactylus,semipalmatus,,Foothill robber frog,CR
AMPHIBIA,Eleutherodactylus,simulans,,,EN
AMPHIBIA,Eleutherodactylus,sisyphodemus,,,CR
AMPHIBIA,Eleutherodactylus,sommeri,Eleutherodactylus wetmorei subspecies sommeri,,EN
AMPHIBIA,Eleutherodactylus,symingtoni,Eleutherodactylus delacruzi  ,Symington's robber frog,CR
AMPHIBIA,Eleutherodactylus,syristes,,Piping peeping frog,EN
AMPHIBIA,Eleutherodactylus,tetajulia,,,CR
AMPHIBIA,Eleutherodactylus,thomasi,,,EN
AMPHIBIA,Eleutherodactylus,thorectes,,,CR
AMPHIBIA,Eleutherodactylus,toa,,,EN
AMPHIBIA,Eleutherodactylus,tonyi,,,CR
AMPHIBIA,Eleutherodactylus,turquinensis,,,CR
AMPHIBIA,Eleutherodactylus,unicolor,,"Dull Robber Frog, Dwarf Coqui",VU
AMPHIBIA,Eleutherodactylus,varians,,,VU
AMPHIBIA,Eleutherodactylus,ventrilineatus,,,CR
AMPHIBIA,Eleutherodactylus,verrucipes,,,VU
AMPHIBIA,Eleutherodactylus,warreni,,Warren's robber frog,CR
AMPHIBIA,Eleutherodactylus,wetmorei,,Tiburon whistling frog,VU
AMPHIBIA,Eleutherodactylus,wightmanae,,Melodius coqui,EN
AMPHIBIA,Eleutherodactylus,zeus,,,EN
AMPHIBIA,Eleutherodactylus,zugi,,,EN
INSECTA,Elga,newtonsantosi,,,CR
MAMMALIA,Eliurus,penicillatus,,White-tipped tuft-tailed rat,EN
MAMMALIA,Eliurus,petteri,,Petter's tuft-tailed rat,VU
MAMMALIA,Emballonura,semicaudata,,Pacific sheath-tailed bat,EN
AVES,Emberiza,aureola,,Yellow-breasted bunting,EN
AVES,Emberiza,jankowskii,,Rufous-backed bunting,EN
AVES,Emberiza,socotrana,,Socotra bunting,VU
AVES,Emberiza,sulphurata,,Yellow bunting,VU
INSECTA,Enallagma,maldivensis,Enallagma maldivense  ,,CR
INSECTA,Enallagma,truncatum,,Cuban bluet,VU
INSECTA,Endroedyolus,paradoxus,,,EN
MAMMALIA,Enhydra,lutris,,Sea otter,EN
INSECTA,Enoplotettix,gardineri,Rhynchotettix gardineri  ,Seychelles palm grasshopper,EN
AVES,Eos,cyanogenia,,Black-winged lory,VU
AVES,Eos,histrio,,Red-and-blue lory,EN
INSECTA,Epigomphus,armatus,,,EN
INSECTA,Epigomphus,camelus,,Humped knobtail,EN
INSECTA,Epigomphus,clavatus,,Guatemalan knobtail,EN
INSECTA,Epigomphus,corniculatus,,Horned knobtail,EN
INSECTA,Epigomphus,donnellyi,,Donnelly's knobtail,EN
INSECTA,Epigomphus,flinti,,Flint's knobtail,EN
INSECTA,Epigomphus,houghtoni,,Limon knobtail,EN
INSECTA,Epigomphus,maya,,Maya knobtail,EN
INSECTA,Epigomphus,paulsoni,,Paulson's knobtail,EN
INSECTA,Epigomphus,subsimilis,,Alajuela knobtail,EN
INSECTA,Epigomphus,sulcatistyla,,Tuxtla knobtail,EN
INSECTA,Epigomphus,verticicornis,Epigomphus verticornis  ,Cartago knobtail,EN
INSECTA,Epigomphus,westfalli,,Westfall's knobtail,EN
AVES,Epimachus,fastuosus,,Black sicklebill,VU
INSECTA,Epimyrma,adlerzi,Epimymra adlerzi  ,,VU
INSECTA,Epimyrma,africana,,,VU
INSECTA,Epimyrma,algeriana,,,VU
INSECTA,Epimyrma,bernardi,,,VU
INSECTA,Epimyrma,corsica,,,VU
INSECTA,Epimyrma,goridaghini,,,VU
INSECTA,Epimyrma,kraussei,,,VU
INSECTA,Epimyrma,ravouxi,,Ravoux's slavemaker ant,VU
INSECTA,Epimyrma,stumperi,,,VU
INSECTA,Epimyrma,tamarae,,,VU
INSECTA,Epimyrma,zaleskyi,,,VU
AMPHIBIA,Epipedobates,tricolor,,,EN
MAMMALIA,Eptesicus,guadeloupensis,,Guadeloupean big brown bat,VU
MAMMALIA,Eptesicus,japonensis,,Japanese short-tailed bat,EN
MAMMALIA,Equus,africanus,,African wild ass,CR
MAMMALIA,Equus,ferus,Equus przewalskii  ,Przewalski's horse,EN
MAMMALIA,Equus,grevyi,,Grevy's zebra,EN
MAMMALIA,Equus,hemionus,Equus bahram  |Equus bedfordi  |Equus blanfordi  |Equus castaneus  |Equus dzigguetai  |Equus ferus  |Equus finschi  |Equus hamar  |Equus hemionos  |Equus hemippus.  |Equus indicus  |Equus indicus  |Equus khur  |Equus kulan  |Equus luteus  |Equus onager  |Equus onager  |Equus syriacus  |Equus typicus  ,Asiatic wild ass,EN
MAMMALIA,Equus,zebra,,Mountain zebra,VU
INSECTA,Erebia,christi,,Raetzer's ringlet,VU
INSECTA,Erebia,sudetica,,Sudeten ringlet,VU
AVES,Eremomela,turneri,,Turner's eremomela,EN
AVES,Ergaticus,versicolor,,Pink-headed warbler,VU
AMPHIBIA,Ericabatrachus,baleensis,,Bale Mountains frog,CR
INSECTA,Erikssonia,acraeina,,,VU
AVES,Eriocnemis,godini,,Turquoise-throated puffleg,CR
AVES,Eriocnemis,isabellae,,Gorgeted puffleg ,CR
AVES,Eriocnemis,mirabilis,,Colorful puffleg,CR
AVES,Eriocnemis,nigrivestis,,Black-breasted puffleg,CR
MAMMALIA,Eropeplus,canus,,Sulawesi soft-furred rat,VU
INSECTA,Erythrodiplax,acantha,,,CR
INSECTA,Erythrodiplax,nivea,,,CR
AVES,Erythrura,kleinschmidti,,Pink-billed parrotfinch,VU
AVES,Erythrura,regia,,Royal parrotfinch,VU
AVES,Erythrura,viridifacies,,Green-faced parrotfinch,VU
AVES,Estrilda,poliopareia,,Anambra waxbill,VU
MAMMALIA,Eubalaena,glacialis,,North Atlantic right whale,EN
MAMMALIA,Eubalaena,japonica,Eubalaena glacialis  ,North Pacific right whale,EN
INSECTA,Euchloe,bazae,,Spanish greenish black-tip,VU
INSECTA,Euconocephalus,remotus,Conocephaloides remotus  ,Remote conehead katydid,VU
MAMMALIA,Eudorcas,rufifrons,Gazella rufifrons  ,Red-fronted gazelle,VU
AVES,Eudyptes,chrysocome,,Southern rockhopper penguin,VU
AVES,Eudyptes,chrysolophus,,Macaroni penguin,VU
AVES,Eudyptes,moseleyi,,Northern rockhopper penguin,EN
AVES,Eudyptes,pachyrhynchus,,Fiordland penguin,VU
AVES,Eudyptes,robustus,,Snares penguin,VU
AVES,Eudyptes,schlegeli,,Royal penguin,VU
AVES,Eudyptes,sclateri,,Erect-crested penguin,EN
MAMMALIA,Eulemur,albifrons,Eulemur fulvus subspecies albifrons,White-fronted lemur,EN
MAMMALIA,Eulemur,cinereiceps,Eulemur albocollaris    |Eulemur fulvus subspecies albocollaris,White-collared lemur,CR
MAMMALIA,Eulemur,collaris,Eulemur fulvus subspecies collaris,Collared brown lemur,EN
MAMMALIA,Eulemur,coronatus,,Crowned lemur,EN
MAMMALIA,Eulemur,flavifrons,Eulemur macaco subspecies flavifrons,Blue-eyed black lemur,CR
MAMMALIA,Eulemur,macaco,Eulemur macaco subspecies macaco,Black lemur,VU
MAMMALIA,Eulemur,mongoz,,Mongoose lemur,CR
MAMMALIA,Eulemur,rubriventer,,Red-bellied lemur,VU
MAMMALIA,Eulemur,rufus,Eulemur fulvus subspecies rufus,Red brown lemur,VU
MAMMALIA,Eulemur,sanfordi,Eulemur fulvus subspecies sanfordi,Sanford's brown lemur,EN
AVES,Eulidia,yarrellii,,Chilean woodstar,CR
AVES,Eulipoa,wallacei,Megapodius wallacei wallacei,Moluccan scrubfowl,VU
MAMMALIA,Eumops,floridanus,,Florida bonneted bat,CR
INSECTA,Eumorsea,pinaleno,,Pinaleno monkey grasshopper,VU
AVES,Eunymphicus,cornutus,,Horned parakeet,VU
AVES,Eunymphicus,uvaeensis,,Ouvea parakeet,EN
AMPHIBIA,Euparkerella,robusta,,,VU
AMPHIBIA,Euparkerella,tridactyla,,,VU
MAMMALIA,Eupetaurus,cinereus,,Woolly flying squirrel,EN
INSECTA,Euphaea,basalis,,,VU
INSECTA,Euphaea,pahyapi,Euphaea khaochongensis  ,,VU
AVES,Euphagus,carolinus,,Rusty blackbird,VU
AVES,Eupherusa,cyanophrys,,Oaxaca hummingbird,EN
AVES,Eupherusa,poliocerca,,White-tailed hummingbird,VU
INSECTA,Euploea,albicosta,,Biak dark crow,EN
INSECTA,Euploea,andamanensis,,Andaman crow,VU
INSECTA,Euploea,caespes,,Murphy's crow,EN
INSECTA,Euploea,cordelia,,Cordelia's crow,VU
INSECTA,Euploea,euphon,,Mascarene crow,VU
INSECTA,Euploea,lacon,,Spartan crow,VU
INSECTA,Euploea,magou,,The Magou,VU
INSECTA,Euploea,mitra,,Seychelles crow,EN
INSECTA,Euploea,scherzeri,,Nicobar crow,VU
INSECTA,Euploea,tripunctata,,Biak threespot crow,EN
AMPHIBIA,Euproctus,platycephalus,,Sardinian brook salamander,EN
INSECTA,Eupropacris,abbreviata,,Kilosa noble grasshopper,CR
INSECTA,Eupropacris,pompalis,Catantops pompalis  ,Usambara noble grasshopper,EN
INSECTA,Eupropacris,uniformis,,Udzungwa noble grasshopper,VU
INSECTA,Euproserpinus,wiesti,,Prairie sphinx moth,CR
AMPHIBIA,Eupsophus,contulmoensis,,Contulmo ground frog,EN
AMPHIBIA,Eupsophus,insularis,Cystignathus insularis,Mocha Island ground frog,CR
AMPHIBIA,Eupsophus,migueli,,Miguel's ground frog,EN
AMPHIBIA,Eupsophus,nahuelbutensis,,Nahuelbuta ground frog,EN
AMPHIBIA,Eupsophus,queulensis,,,VU
AVES,Eurochelidon,sirintarae,Pseudochelidon sirintarae sirintarae,White-eyed river-martin,CR
AVES,Eurostopodus,diabolicus,,Heinrich's nightjar,VU
AVES,Eurostopodus,exul,,New Caledonian nightjar,CR
AVES,Eurostopodus,nigripennis,,Solomons nightjar,VU
AMPHIBIA,Eurycea,chisholmensis,,Chisholm trail salamander,VU
AMPHIBIA,Eurycea,junaluska,,Junaluska salamander,VU
AMPHIBIA,Eurycea,latitans,,Cascade caverns salamander,VU
AMPHIBIA,Eurycea,nana,,San Marcos salamander,VU
AMPHIBIA,Eurycea,naufragia,,San Gabriel springs salamander,EN
